YEAR,MAX,MIN
1947,84.4,78.3
1948,76.3,54.3
1949,85.3,63.3
1950,83.3,55.4
1951,75.4,62.4
1952,86.4,67.3
1953,88.3,62.4
1954,80.2,64.4
1955,84.4,60.3
1956,84.4,61.3
1957,80.2,69.3
1958,90.3,60.3
1959,90.3,75.0
1960,80.1,59.4
1961,84.4,59.4
1962,70.3,60.4
1963,72.3,48.4
1964,76.3,42.1
1965,89.1,68.0
1966,77.0,64.9
1967,75.9,50.0
1968,84.0,65.3
1969,88.0,73.9
1973,81.9,70.0
1974,78.1,64.0
1975,82.0,64.9
1976,86.9,66.9
1977,83.8,64.9
1978,88.9,65.8
1979,72.9,57.9
1980,78.1,63.0
1981,86.0,63.9
1982,81.0,51.1
1983,90.0,61.0
1984,82.9,51.1
1985,88.0,69.1
1986,78.1,53.1
1987,88.0,63.0
1988,91.0,75.0
1989,82.9,57.9
1990,78.1,52.0
1991,86.0,57.0
1992,69.1,54.0
1993,89.1,63.0
1994,81.0,57.9
1995,96.1,77.0
1996,84.0,68.0
1997,73.9,57.0
1998,82.0,61.0
1999,72.0,57.9
2000,86.0,64.9
2001,75.0,57.0
2002,75.9,66.2
2003,86.0,63.0
2004,71.1,51.1
2005,75.9,64.9
2006,84.9,57.9
2007,84.0,64.4
2008,79.0,63.0
2009,88.0,60.1
2010,91.9,72.0
2011,82.9,62.1
2012,82.0,55.4
2013,72.0,55.9
2014,82.0,57.0
2015,90.0,64.9
2016,87.1,64.9
2017,82.9,57.0
2018,89.1,66.0
