YEAR,MAX,MIN
1947,62.4,43.3
1948,90.3,56.3
1949,84.4,66.4
1950,66.4,53.4
1951,80.2,62.4
1952,75.4,61.3
1953,85.3,53.4
1954,57.4,48.4
1955,83.3,61.3
1956,68.4,41.4
1957,77.4,42.4
1958,72.3,47.3
1959,82.4,55.9
1960,86.4,62.1
1961,77.0,46.0
1962,65.3,48.0
1963,88.3,60.4
1964,74.3,45.0
1965,69.1,52.0
1966,80.1,61.0
1967,79.0,45.0
1968,77.4,49.3
1969,57.4,45.3
1973,80.1,64.9
1974,80.1,51.1
1975,77.0,53.1
1976,72.0,45.9
1977,79.0,41.9
1978,73.9,45.9
1979,84.0,56.8
1980,78.1,55.9
1981,81.0,63.9
1982,66.0,44.1
1983,70.0,53.1
1984,82.9,48.9
1985,64.0,46.0
1986,73.9,39.9
1987,81.0,62.1
1988,71.1,48.9
1989,79.0,55.9
1990,84.9,54.0
1991,82.9,60.1
1992,80.1,46.0
1993,57.9,48.9
1994,72.0,41.0
1995,75.9,59.0
1996,79.0,56.8
1997,69.1,55.4
1998,60.1,48.0
1999,64.9,54.0
2000,70.0,45.0
2001,55.0,48.2
2002,71.1,52.0
2003,68.0,37.9
2004,69.1,48.9
2005,75.9,55.9
2006,80.1,54.0
2007,81.0,64.9
2008,86.0,55.9
2009,61.0,48.0
2010,77.0,55.9
2011,87.1,55.0
2012,81.0,48.9
2013,68.0,43.0
2014,82.9,68.0
2015,77.0,42.1
2016,84.0,55.0
2017,86.0,53.1
2018,78.1,52.0
