YEAR,MAX,MIN
1947,78.3,68.4
1948,86.4,60.3
1949,73.4,60.3
1950,66.4,46.4
1951,79.3,52.3
1952,81.3,52.3
1953,76.3,49.3
1954,94.3,67.3
1955,79.3,59.4
1956,86.4,63.3
1957,70.3,49.3
1958,79.3,62.4
1959,92.3,64.0
1960,83.3,70.0
1961,83.3,63.0
1962,67.3,42.4
1963,73.4,48.4
1964,79.3,46.4
1965,75.4,52.3
1966,75.0,51.1
1967,77.0,51.1
1968,76.3,57.4
1969,82.0,72.0
1973,80.1,69.1
1974,72.0,42.1
1975,70.0,62.1
1976,81.0,54.0
1977,86.0,66.9
1978,88.0,56.8
1979,84.0,56.8
1980,84.0,59.0
1981,75.0,56.8
1982,80.1,45.0
1983,95.0,66.9
1984,73.0,46.9
1985,91.9,71.1
1986,79.0,53.1
1987,88.0,53.1
1988,70.0,46.9
1989,80.1,60.1
1990,91.0,66.0
1991,79.0,53.1
1992,82.0,50.0
1993,75.9,53.1
1994,66.0,53.1
1995,90.0,62.1
1996,84.0,62.6
1997,71.1,50.0
1998,87.1,54.0
1999,91.0,63.0
2000,66.9,57.2
2001,78.1,54.0
2002,84.0,59.0
2003,75.0,48.0
2004,84.9,62.1
2005,87.1,55.9
2006,78.1,59.0
2007,90.0,63.0
2008,70.0,60.1
2009,78.1,54.0
2010,75.9,48.9
2011,73.0,52.0
2012,90.0,63.0
2013,84.0,59.0
2014,88.0,66.9
2015,87.1,68.0
2016,87.1,59.0
2017,82.0,54.0
2018,91.9,71.1
