YEAR,MAX,MIN
1947,97.3,78.3
1948,79.3,59.4
1949,84.4,68.4
1950,88.3,66.4
1951,75.4,57.4
1952,83.3,63.3
1953,75.4,52.3
1954,70.3,63.3
1955,91.2,66.4
1956,86.4,64.4
1957,80.2,63.3
1958,80.2,57.4
1959,86.4,68.4
1960,87.4,63.0
1961,82.4,56.3
1962,81.3,51.4
1963,71.1,46.4
1964,85.3,58.3
1965,84.9,66.9
1966,86.0,61.0
1967,82.9,68.0
1968,79.3,61.3
1969,84.9,70.0
1973,82.0,64.9
1974,79.0,62.1
1975,84.9,68.0
1976,80.1,46.9
1977,81.0,59.0
1978,82.0,63.0
1979,72.0,61.0
1980,73.0,55.9
1981,72.0,50.9
1982,84.0,61.0
1983,98.1,68.0
1984,90.0,71.1
1985,86.0,57.9
1986,88.0,62.1
1987,91.0,69.1
1988,98.1,73.0
1989,78.1,53.1
1990,82.0,64.0
1991,89.1,62.1
1992,77.0,48.9
1993,84.0,66.9
1994,82.0,55.0
1995,93.9,72.0
1996,80.1,57.9
1997,75.0,66.0
1998,82.0,66.9
1999,84.9,67.1
2000,77.0,60.1
2001,78.1,60.8
2002,87.1,69.1
2003,91.9,72.0
2004,82.0,48.0
2005,84.0,57.9
2006,86.0,59.0
2007,79.0,64.0
2008,84.0,57.9
2009,82.0,69.8
2010,80.1,63.0
2011,84.9,61.0
2012,75.9,57.9
2013,82.0,55.0
2014,82.0,62.1
2015,89.1,68.0
2016,88.0,70.0
2017,88.0,66.9
2018,86.0,68.0
