YEAR,MAX,MIN
1947,71.2,58.3
1948,81.3,48.4
1949,89.2,56.3
1950,78.3,50.4
1951,90.3,63.3
1952,72.3,44.4
1953,78.3,51.3
1954,67.3,57.4
1955,75.4,48.4
1956,58.3,45.3
1957,68.4,58.3
1958,65.3,52.3
1959,80.1,53.4
1960,86.4,64.0
1961,84.0,68.0
1962,80.1,48.9
1963,85.3,55.0
1964,69.4,41.4
1965,75.9,60.1
1966,66.0,41.0
1967,70.0,51.1
1968,76.3,60.4
1969,77.0,51.4
1973,80.1,57.0
1974,73.0,51.1
1975,69.1,52.0
1976,70.0,55.9
1977,86.0,65.8
1978,88.0,63.9
1979,77.9,59.9
1980,78.1,57.9
1981,78.1,41.0
1982,73.0,52.0
1983,66.9,41.0
1984,82.9,46.9
1985,79.0,51.1
1986,87.1,53.1
1987,88.0,64.0
1988,93.0,60.1
1989,84.0,66.0
1990,84.9,57.9
1991,89.1,62.1
1992,77.0,44.1
1993,64.9,37.0
1994,86.0,54.0
1995,84.0,54.0
1996,73.9,41.0
1997,70.0,51.1
1998,73.9,51.8
1999,73.9,57.2
2000,86.0,57.0
2001,64.9,48.9
2002,91.9,60.1
2003,63.0,39.0
2004,73.9,55.9
2005,80.1,50.0
2006,79.0,60.1
2007,84.9,62.1
2008,79.0,53.1
2009,78.1,50.0
2010,84.0,62.6
2011,84.9,59.0
2012,64.9,46.9
2013,77.0,64.9
2014,90.0,61.0
2015,60.1,44.1
2016,82.9,63.0
2017,81.0,51.1
2018,89.1,60.1
