YEAR,MAX,MIN
1947,71.2,44.4
1948,67.3,47.3
1949,68.4,57.4
1950,88.3,66.4
1951,78.3,59.4
1952,91.2,74.3
1953,83.3,67.3
1954,87.3,69.3
1955,81.3,53.4
1956,86.4,72.3
1957,90.3,72.3
1958,74.3,48.4
1959,76.3,50.4
1960,79.3,53.4
1961,79.3,41.4
1962,85.3,59.0
1963,75.4,51.4
1964,65.3,45.3
1965,64.0,51.1
1966,69.1,55.0
1967,88.0,71.1
1968,73.4,52.0
1969,76.3,50.0
1973,84.9,69.1
1974,62.1,53.1
1975,77.0,57.0
1976,84.9,59.0
1977,91.0,61.9
1978,80.1,61.0
1979,88.9,68.9
1980,70.0,48.9
1981,88.0,63.0
1982,61.0,48.0
1983,80.1,55.0
1984,84.0,51.1
1985,75.0,53.1
1986,84.0,55.9
1987,89.1,61.0
1988,93.0,60.1
1989,69.1,53.1
1990,86.0,57.9
1991,87.1,66.9
1992,87.1,63.0
1993,75.9,51.1
1994,95.0,73.9
1995,89.1,57.0
1996,87.1,55.9
1997,82.0,64.0
1998,79.0,61.0
1999,66.0,55.9
2000,77.0,60.8
2001,86.0,55.0
2002,78.1,55.0
2003,79.0,55.9
2004,82.9,61.0
2005,79.0,53.1
2006,90.0,62.1
2007,93.0,63.0
2008,81.0,61.0
2009,81.0,53.1
2010,82.0,60.1
2011,81.0,57.0
2012,93.9,59.0
2013,86.0,57.9
2014,88.0,60.1
2015,80.1,64.0
2016,90.0,66.0
2017,91.0,66.9
2018,91.9,64.0
