YEAR,MAX,MIN
1947,34.3,29.3
1948,24.4,4.5
1949,17.4,-2.6
1950,37.4,15.4
1951,9.3,-10.7
1952,9.3,-2.6
1953,22.5,3.4
1954,35.4,25.3
1955,12.4,-9.6
1956,39.4,24.4
1957,24.4,14.4
1958,27.3,22.5
1959,36.3,28.9
1960,34.3,30.0
1961,16.3,-6.0
1962,34.3,19.9
1963,17.4,1.0
1964,39.4,15.1
1965,-0.9,-9.9
1966,-5.1,-19.7
1967,28.0,18.0
1968,51.4,35.4
1969,48.4,34.0
1973,36.9,16.0
1974,37.9,27.0
1975,41.0,30.0
1976,39.0,21.0
1977,19.9,-8.1
1978,14.0,-2.0
1979,32.0,25.0
1980,16.0,0.0
1981,32.0,12.9
1982,37.0,1.0
1983,41.0,21.9
1984,36.0,7.0
1985,19.9,0.0
1986,19.9,1.0
1987,36.0,23.0
1988,48.9,12.9
1989,48.9,34.0
1990,45.0,21.0
1991,35.1,14.0
1992,33.1,27.0
1993,39.0,9.0
1994,33.1,19.0
1995,32.0,19.9
1996,32.0,6.1
1997,19.0,-2.9
1998,39.9,33.1
1999,39.0,30.0
2000,39.0,10.9
2001,39.0,14.0
2002,46.9,30.9
2003,30.9,19.9
2004,10.9,0.0
2005,34.0,19.9
2006,50.0,36.0
2007,25.0,9.0
2008,48.2,30.0
2009,30.2,10.0
2010,21.0,5.0
2011,33.8,26.1
2012,34.0,25.0
2013,63.0,37.0
2014,21.9,-11.0
2015,35.1,19.9
2016,39.0,19.9
2017,28.9,24.1
2018,33.1,21.2
