YEAR,MAX,MIN
1947,83.3,65.3
1948,76.3,56.3
1949,93.4,65.3
1950,72.3,58.3
1951,75.4,60.3
1952,89.2,62.4
1953,95.4,73.4
1954,86.4,67.3
1955,91.2,67.3
1956,91.2,65.3
1957,80.2,61.3
1958,87.3,66.4
1959,73.4,61.0
1960,81.0,57.4
1961,90.3,69.4
1962,88.3,64.4
1963,92.3,62.1
1964,90.3,61.3
1965,66.9,55.0
1966,89.1,63.0
1967,86.0,66.0
1968,89.4,73.4
1969,86.0,66.4
1973,77.0,55.9
1974,81.0,71.1
1975,84.9,66.0
1976,73.0,59.9
1977,82.9,66.9
1978,88.0,68.0
1979,81.0,50.9
1980,75.9,55.9
1981,80.1,62.1
1982,70.0,50.0
1983,84.9,63.0
1984,71.1,52.0
1985,79.0,54.0
1986,84.0,59.0
1987,80.1,64.0
1988,71.1,52.0
1989,82.0,48.0
1990,91.0,66.0
1991,96.1,71.1
1992,88.0,54.0
1993,78.1,53.1
1994,80.1,59.0
1995,87.1,66.9
1996,91.9,73.0
1997,82.9,70.0
1998,82.0,64.0
1999,80.1,55.9
2000,80.1,52.0
2001,88.0,66.0
2002,91.9,60.1
2003,84.9,57.9
2004,82.9,57.0
2005,91.0,71.6
2006,84.9,53.1
2007,79.0,54.0
2008,80.1,60.1
2009,77.0,59.0
2010,75.0,55.9
2011,88.0,59.0
2012,91.9,69.1
2013,77.0,62.1
2014,87.1,69.1
2015,77.0,62.1
2016,81.0,55.0
2017,84.0,64.0
2018,96.1,73.0
