YEAR,MAX,MIN
1947,74.3,46.4
1948,78.3,38.3
1949,64.4,49.3
1950,66.4,55.4
1951,75.4,50.4
1952,61.3,56.3
1953,63.3,42.4
1954,76.3,49.3
1955,72.3,61.3
1956,91.2,53.4
1957,82.4,63.3
1958,75.4,45.3
1959,80.1,46.4
1960,71.4,55.0
1961,60.4,36.0
1962,84.4,51.1
1963,54.3,35.4
1964,89.4,65.3
1965,78.1,57.9
1966,75.9,45.0
1967,64.9,39.9
1968,68.4,42.1
1969,54.3,41.4
1973,72.0,54.0
1974,75.9,64.0
1975,82.0,64.0
1976,66.9,45.0
1977,90.9,72.0
1978,66.9,38.8
1979,73.9,36.9
1980,82.0,45.0
1981,79.0,46.9
1982,64.9,44.1
1983,72.0,50.0
1984,78.1,51.1
1985,64.0,39.9
1986,64.9,46.9
1987,89.1,59.0
1988,77.0,52.0
1989,80.1,48.9
1990,63.0,42.1
1991,84.0,69.1
1992,86.0,55.9
1993,75.0,45.0
1994,88.0,51.1
1995,78.1,45.0
1996,80.1,53.1
1997,64.0,37.0
1998,60.1,53.1
1999,70.0,57.0
2000,78.1,44.1
2001,70.0,48.0
2002,68.0,31.1
2003,61.0,39.0
2004,77.0,55.0
2005,80.1,43.0
2006,62.1,36.0
2007,87.1,44.1
2008,66.0,41.0
2009,84.0,55.9
2010,73.9,55.9
2011,87.1,50.0
2012,71.1,50.0
2013,77.0,62.6
2014,86.0,57.0
2015,69.1,45.0
2016,77.0,53.1
2017,73.0,48.0
2018,66.9,48.9
