YEAR,MAX,MIN
1947,87.3,73.4
1948,85.3,50.4
1949,82.4,50.4
1950,77.4,60.3
1951,75.4,55.4
1952,84.4,58.3
1953,69.3,53.4
1954,85.3,69.3
1955,59.4,49.3
1956,92.3,63.3
1957,84.4,58.3
1958,75.4,59.4
1959,84.4,72.0
1960,83.3,57.0
1961,89.4,58.3
1962,81.3,66.0
1963,87.4,65.3
1964,87.1,48.4
1965,73.9,59.0
1966,64.0,45.0
1967,78.1,66.9
1968,92.3,70.0
1969,75.4,46.0
1973,89.1,63.9
1974,78.1,59.0
1975,77.0,57.9
1976,90.0,66.9
1977,77.0,43.9
1978,82.0,45.0
1979,79.9,60.1
1980,69.1,41.9
1981,75.9,53.1
1982,75.9,50.0
1983,84.9,57.9
1984,84.9,70.0
1985,84.9,51.1
1986,82.9,48.9
1987,75.9,44.1
1988,68.0,44.1
1989,68.0,55.9
1990,81.0,55.9
1991,86.0,55.9
1992,78.1,48.9
1993,80.1,55.9
1994,79.0,39.9
1995,82.0,52.0
1996,70.0,52.9
1997,80.1,53.1
1998,73.9,60.1
1999,90.0,69.1
2000,88.0,66.9
2001,82.9,66.0
2002,87.1,73.0
2003,78.1,53.6
2004,84.9,55.9
2005,89.1,64.0
2006,68.0,50.0
2007,81.0,52.0
2008,79.0,59.0
2009,66.9,54.0
2010,82.9,57.9
2011,69.1,50.0
2012,93.0,64.9
2013,80.1,55.0
2014,78.1,55.0
2015,91.9,60.1
2016,90.0,53.1
2017,90.0,64.0
2018,82.0,57.0
