YEAR,MAX,MIN
1947,87.3,66.4
1948,81.3,60.3
1949,78.3,45.3
1950,69.3,64.4
1951,65.3,60.3
1952,66.4,53.4
1953,99.3,72.3
1954,86.4,66.4
1955,77.4,46.4
1956,81.3,53.4
1957,82.4,70.3
1958,80.2,57.4
1959,79.3,57.9
1960,89.4,72.0
1961,87.4,66.9
1962,82.4,52.0
1963,81.3,61.0
1964,81.3,49.3
1965,78.4,49.3
1966,89.1,66.0
1967,72.0,41.0
1968,77.4,52.0
1969,77.0,62.1
1973,91.0,72.9
1974,62.1,53.1
1975,82.9,71.1
1976,75.9,50.9
1977,80.1,65.8
1978,84.0,61.0
1979,86.0,70.0
1980,82.0,65.8
1981,75.0,61.9
1982,82.9,60.1
1983,88.0,57.9
1984,96.1,57.0
1985,82.0,62.1
1986,82.9,55.0
1987,78.1,50.0
1988,84.9,57.9
1989,78.1,55.0
1990,89.1,66.9
1991,82.9,60.1
1992,75.9,50.0
1993,77.0,54.0
1994,68.0,48.9
1995,82.0,54.0
1996,84.0,57.9
1997,79.0,64.9
1998,75.0,59.0
1999,90.0,57.9
2000,93.0,66.9
2001,78.1,48.9
2002,84.9,62.1
2003,73.9,60.1
2004,84.0,55.9
2005,84.9,61.0
2006,77.0,57.0
2007,84.9,57.0
2008,93.9,62.1
2009,73.0,46.9
2010,82.9,71.1
2011,93.0,71.1
2012,82.0,71.1
2013,84.9,64.9
2014,82.9,66.9
2015,90.0,68.0
2016,73.9,62.1
2017,75.0,50.0
2018,91.0,70.0
