YEAR,MAX,MIN
1947,99.3,86.4
1948,79.3,47.3
1949,87.3,64.4
1950,80.2,49.3
1951,73.4,57.4
1952,76.3,56.3
1953,77.4,58.3
1954,76.3,60.3
1955,80.2,72.3
1956,80.2,67.3
1957,78.3,52.3
1958,83.3,73.4
1959,86.4,70.0
1960,85.3,69.4
1961,75.4,60.1
1962,83.3,66.9
1963,78.4,65.3
1964,85.3,54.0
1965,87.1,72.0
1966,84.0,55.9
1967,75.9,55.9
1968,96.4,77.0
1969,84.0,68.0
1973,86.9,68.9
1974,79.0,59.0
1975,75.9,66.0
1976,81.0,63.9
1977,84.9,70.0
1978,81.0,57.9
1979,82.0,68.0
1980,87.1,70.0
1981,82.0,64.9
1982,81.0,66.9
1983,88.0,66.9
1984,93.0,64.9
1985,86.0,66.0
1986,82.0,64.0
1987,86.0,57.0
1988,93.0,57.9
1989,86.0,60.1
1990,75.9,57.9
1991,75.9,62.1
1992,80.1,53.1
1993,75.9,52.0
1994,71.1,48.0
1995,87.1,66.0
1996,89.1,70.0
1997,73.9,53.1
1998,82.0,71.6
1999,87.1,64.0
2000,88.0,68.0
2001,91.9,63.0
2002,84.0,64.0
2003,82.9,61.0
2004,75.9,54.0
2005,84.0,59.0
2006,86.0,63.0
2007,88.0,66.9
2008,87.1,66.9
2009,82.0,60.1
2010,82.9,64.0
2011,84.9,69.1
2012,84.9,62.1
2013,82.9,57.9
2014,80.1,62.1
2015,82.9,61.0
2016,86.0,66.0
2017,80.1,60.1
2018,93.9,69.1
